goId,goName,countDE,countAll,pv
GO:0097342,ripoptosome,1,2,0.68643
GO:0097440,apical dendrite,1,2,0.68643
GO:0097470,ribbon synapse,1,2,0.68643
GO:0098688,parallel fiber to Purkinje cell synapse,1,2,0.68643
GO:0098862,cluster of actin-based cell projections,1,2,0.68643
GO:0098889,intrinsic component of presynaptic membrane,1,2,0.68643
GO:0098966,perisynaptic extracellular matrix,1,2,0.68643
GO:0099535,synapse-associated extracellular matrix,1,2,0.68643
GO:0099544,perisynaptic space,1,2,0.68643
GO:1990452,Parkin-FBXW7-Cul1 ubiquitin ligase complex,1,2,0.68643
GO:0043025,neuronal cell body,14,34,0.69401
GO:0044445,cytosolic part,6,15,0.71443
GO:0044420,extracellular matrix component,8,20,0.72024
GO:0044441,ciliary part,8,20,0.72024
GO:0098796,membrane protein complex,31,75,0.72744
GO:0005719,nuclear euchromatin,2,5,0.72894
GO:0005930,axoneme,2,5,0.72894
GO:0005952,cAMP-dependent protein kinase complex,2,5,0.72894
GO:0008278,cohesin complex,2,5,0.72894
GO:0016234,inclusion body,2,5,0.72894
GO:0031519,PcG protein complex,2,5,0.72894
GO:0044450,microtubule organizing center part,2,5,0.72894
GO:0060076,excitatory synapse,2,5,0.72894
GO:0071141,SMAD protein complex,2,5,0.72894
GO:0097014,ciliary plasm,2,5,0.72894
GO:0017053,transcriptional repressor complex,5,13,0.75071
GO:0005929,cilium,9,23,0.75262
GO:0031012,extracellular matrix,26,64,0.75586
GO:1902494,catalytic complex,37,90,0.75616
GO:0031226,intrinsic component of plasma membrane,31,76,0.76092
GO:0042629,mast cell granule,3,8,0.76316
GO:0097546,ciliary base,3,8,0.76316
GO:0000775,"chromosome, centromeric region",7,19,0.80644
GO:0098552,side of membrane,15,39,0.80946
GO:0005576,extracellular region,113,269,0.81221
GO:0098797,plasma membrane protein complex,24,61,0.81411
GO:0005581,collagen trimer,5,14,0.815
GO:0031093,platelet alpha granule lumen,5,14,0.815
GO:0005942,phosphatidylinositol 3-kinase complex,2,6,0.82446
GO:0030665,clathrin-coated vesicle membrane,2,6,0.82446
GO:0045171,intercellular bridge,2,6,0.82446
GO:0099522,region of cytosol,2,6,0.82446
GO:0000152,nuclear ubiquitin ligase complex,1,3,0.82468
GO:0001673,male germ cell nucleus,1,3,0.82468
GO:0005587,collagen type IV trimer,1,3,0.82468
GO:0005721,pericentric heterochromatin,1,3,0.82468
GO:0005840,ribosome,1,3,0.82468
GO:0005955,calcineurin complex,1,3,0.82468
GO:0005958,DNA-dependent protein kinase-DNA ligase 4 complex,1,3,0.82468
GO:0008023,transcription elongation factor complex,1,3,0.82468
GO:0009925,basal plasma membrane,1,3,0.82468
GO:0016235,aggresome,1,3,0.82468
GO:0030894,replisome,1,3,0.82468
GO:0032839,dendrite cytoplasm,1,3,0.82468
GO:0035631,CD40 receptor complex,1,3,0.82468
GO:0043073,germ cell nucleus,1,3,0.82468
GO:0043209,myelin sheath,1,3,0.82468
GO:0043596,nuclear replication fork,1,3,0.82468
GO:0048786,presynaptic active zone,1,3,0.82468
GO:0070419,nonhomologous end joining complex,1,3,0.82468
GO:0071013,catalytic step 2 spliceosome,1,3,0.82468
GO:0098642,network-forming collagen trimer,1,3,0.82468
GO:0098645,collagen network,1,3,0.82468
GO:0098651,basement membrane collagen trimer,1,3,0.82468
GO:0098798,mitochondrial protein complex,1,3,0.82468
GO:0099523,presynaptic cytosol,1,3,0.82468
GO:0098802,plasma membrane receptor complex,12,32,0.82502
GO:0031224,intrinsic component of membrane,59,145,0.83627
GO:0005583,fibrillar collagen trimer,3,9,0.83704
GO:0005657,replication fork,3,9,0.83704
GO:0098643,banded collagen fibril,3,9,0.83704
GO:0016323,basolateral plasma membrane,4,12,0.85139
GO:0098644,complex of collagen trimers,4,12,0.85139
GO:0016607,nuclear speck,12,33,0.86024
GO:0016021,integral component of membrane,55,137,0.86287
GO:0062023,collagen-containing extracellular matrix,20,53,0.86292
GO:0005887,integral component of plasma membrane,26,68,0.87053
GO:0005788,endoplasmic reticulum lumen,15,41,0.87374
GO:0000776,kinetochore,2,7,0.88858
GO:0008287,protein serine/threonine phosphatase complex,2,7,0.88858
GO:0016328,lateral plasma membrane,2,7,0.88858
GO:1903293,phosphatase complex,2,7,0.88858
GO:0005796,Golgi lumen,4,13,0.89614
GO:0009986,cell surface,34,89,0.90052
GO:0000159,protein phosphatase type 2A complex,1,4,0.90208
GO:0005669,transcription factor TFIID complex,1,4,0.90208
GO:0005675,transcription factor TFIIH holo complex,1,4,0.90208
GO:0008180,COP9 signalosome,1,4,0.90208
GO:0036064,ciliary basal body,1,4,0.90208
GO:0045178,basal part of cell,1,4,0.90208
GO:0097651,"phosphatidylinositol 3-kinase complex, class I",1,4,0.90208
GO:0098839,postsynaptic density membrane,1,4,0.90208
GO:0099524,postsynaptic cytosol,1,4,0.90208
GO:0099634,postsynaptic specialization membrane,1,4,0.90208
GO:0099699,integral component of synaptic membrane,1,4,0.90208
GO:0019898,extrinsic component of membrane,5,16,0.90355
GO:0009897,external side of plasma membrane,9,27,0.91
GO:0034704,calcium channel complex,4,14,0.9286
GO:0042383,sarcolemma,4,14,0.9286
GO:0000428,DNA-directed RNA polymerase complex,2,8,0.93038
GO:0016591,"RNA polymerase II, holoenzyme",2,8,0.93038
GO:0019897,extrinsic component of plasma membrane,2,8,0.93038
GO:0030880,RNA polymerase complex,2,8,0.93038
GO:0043204,perikaryon,2,8,0.93038
GO:0055029,nuclear DNA-directed RNA polymerase complex,2,8,0.93038
GO:1990454,L-type voltage-gated calcium channel complex,2,8,0.93038
GO:0001650,fibrillar center,1,5,0.94537
GO:0005775,vacuolar lumen,1,5,0.94537
GO:0030877,beta-catenin destruction complex,1,5,0.94537
GO:0032806,carboxy-terminal domain protein kinase complex,1,5,0.94537
GO:0042734,presynaptic membrane,1,5,0.94537
GO:0044452,nucleolar part,1,5,0.94537
GO:0099240,intrinsic component of synaptic membrane,1,5,0.94537
GO:1990909,Wnt signalosome,1,5,0.94537
GO:0097060,synaptic membrane,4,16,0.96764
GO:0005891,voltage-gated calcium channel complex,3,13,0.96934
GO:0030315,T-tubule,2,10,0.97378
GO:0045211,postsynaptic membrane,2,10,0.97378
GO:0070603,SWI/SNF superfamily-type complex,1,7,0.98305
GO:0034702,ion channel complex,4,18,0.98601
GO:0034703,cation channel complex,4,18,0.98601
GO:1902495,transmembrane transporter complex,4,18,0.98601
GO:1990351,transporter complex,4,18,0.98601
GO:1904949,ATPase complex,1,8,0.99057
GO:0098793,presynapse,3,18,0.99705
GO:0005575,cellular_component,332,755,1
