goId,goName,countDE,countAll,pv
GO:0090694,Scc2-Scc4 cohesin loading complex,1,2,0.24429
GO:0097134,cyclin E1-CDK2 complex,1,2,0.24429
GO:0097135,cyclin E2-CDK2 complex,1,2,0.24429
GO:0097196,Shu complex,1,2,0.24429
GO:0097232,lamellar body membrane,1,2,0.24429
GO:0097233,alveolar lamellar body membrane,1,2,0.24429
GO:0097268,cytoophidium,1,2,0.24429
GO:0097362,MCM8-MCM9 complex,1,2,0.24429
GO:0097574,lateral part of cell,1,2,0.24429
GO:0097575,lateral cell cortex,1,2,0.24429
GO:0150001,primary dendrite,1,2,0.24429
GO:0150057,amylin receptor complex 2,1,2,0.24429
GO:1904423,dehydrodolichyl diphosphate synthase complex,1,2,0.24429
GO:1990026,hippocampal mossy fiber expansion,1,2,0.24429
GO:1990589,ATF4-CREB1 transcription factor complex,1,2,0.24429
GO:1990723,cytoplasmic periphery of the nuclear pore complex,1,2,0.24429
GO:0043596,nuclear replication fork,5,26,0.24681
GO:0097431,mitotic spindle pole,5,26,0.24681
GO:0031594,neuromuscular junction,10,60,0.25313
GO:0072562,blood microparticle,16,102,0.25434
GO:0000795,synaptonemal complex,6,33,0.25665
GO:0099086,synaptonemal structure,6,33,0.25665
GO:0031430,M band,4,20,0.26036
GO:0042827,platelet dense granule,4,20,0.26036
GO:0097038,perinuclear endoplasmic reticulum,4,20,0.26036
GO:0099091,"postsynaptic specialization, intracellular component",4,20,0.26036
GO:0097223,sperm part,25,168,0.27293
GO:0030684,preribosome,3,14,0.27345
GO:0035267,NuA4 histone acetyltransferase complex,3,14,0.27345
GO:0043189,H4/H2A histone acetyltransferase complex,3,14,0.27345
GO:0090533,cation-transporting ATPase complex,3,14,0.27345
GO:0031463,Cul3-RING ubiquitin ligase complex,6,34,0.28009
GO:0000153,cytoplasmic ubiquitin ligase complex,2,8,0.28158
GO:0000808,origin recognition complex,2,8,0.28158
GO:0001939,female pronucleus,2,8,0.28158
GO:0005577,fibrinogen complex,2,8,0.28158
GO:0005744,TIM23 mitochondrial import inner membrane translocase complex,2,8,0.28158
GO:0031105,septin complex,2,8,0.28158
GO:0031209,SCAR complex,2,8,0.28158
GO:0031414,N-terminal protein acetyltransferase complex,2,8,0.28158
GO:0031462,Cul2-RING ubiquitin ligase complex,2,8,0.28158
GO:0033018,sarcoplasmic reticulum lumen,2,8,0.28158
GO:0036396,RNA N6-methyladenosine methyltransferase complex,2,8,0.28158
GO:0043203,axon hillock,2,8,0.28158
GO:0045254,pyruvate dehydrogenase complex,2,8,0.28158
GO:0045293,mRNA editing complex,2,8,0.28158
GO:0070419,nonhomologous end joining complex,2,8,0.28158
GO:0070938,contractile ring,2,8,0.28158
GO:1990712,HFE-transferrin receptor complex,2,8,0.28158
GO:0036464,cytoplasmic ribonucleoprotein granule,25,169,0.28326
GO:0000323,lytic vacuole,88,634,0.28483
GO:0005764,lysosome,88,634,0.28483
GO:1990204,oxidoreductase complex,13,83,0.28505
GO:0070382,exocytic vesicle,24,162,0.28583
GO:0046658,anchored component of plasma membrane,8,48,0.28634
GO:0005791,rough endoplasmic reticulum,11,69,0.28705
GO:0044437,vacuolar part,72,516,0.29074
GO:1904949,ATPase complex,14,91,0.29814
GO:0044295,axonal growth cone,5,28,0.2997
GO:1902911,protein kinase complex,12,77,0.30205
GO:0031984,organelle subcompartment,205,1516,0.30216
GO:1905368,peptidase complex,11,70,0.30373
GO:0030669,clathrin-coated endocytic vesicle membrane,6,35,0.30399
GO:0005637,nuclear inner membrane,7,42,0.30593
GO:0098588,bounding membrane of organelle,253,1880,0.30754
GO:0005852,eukaryotic translation initiation factor 3 complex,3,15,0.3113
GO:0005865,striated muscle thin filament,3,15,0.3113
GO:0070971,endoplasmic reticulum exit site,3,15,0.3113
GO:0097458,neuron part,196,1452,0.3168
GO:0044440,endosomal part,67,483,0.31701
GO:0010008,endosome membrane,62,446,0.31865
GO:0055038,recycling endosome membrane,11,71,0.32064
GO:0002080,acrosomal membrane,4,22,0.32233
GO:0005773,vacuole,97,709,0.32669
GO:0000164,protein phosphatase type 1 complex,2,9,0.33286
GO:0030688,"preribosome, small subunit precursor",2,9,0.33286
GO:0031264,death-inducing signaling complex,2,9,0.33286
GO:0031618,nuclear pericentric heterochromatin,2,9,0.33286
GO:0032059,bleb,2,9,0.33286
GO:0032156,septin cytoskeleton,2,9,0.33286
GO:0033646,host intracellular part,2,9,0.33286
GO:0036056,filtration diaphragm,2,9,0.33286
GO:0036057,slit diaphragm,2,9,0.33286
GO:0043656,intracellular region of host,2,9,0.33286
GO:0098845,postsynaptic endosome,2,9,0.33286
GO:0031901,early endosome membrane,20,137,0.33286
GO:0032588,trans-Golgi network membrane,12,79,0.33439
GO:0030017,sarcomere,24,167,0.34075
GO:0000015,phosphopyruvate hydratase complex,1,3,0.34306
GO:0001536,radial spoke stalk,1,3,0.34306
GO:0005588,collagen type V trimer,1,3,0.34306
GO:0005589,collagen type VI trimer,1,3,0.34306
GO:0005606,laminin-1 complex,1,3,0.34306
GO:0005610,laminin-5 complex,1,3,0.34306
GO:0005826,actomyosin contractile ring,1,3,0.34306
GO:0005833,hemoglobin complex,1,3,0.34306
GO:0005853,eukaryotic translation elongation factor 1 complex,1,3,0.34306
GO:0005873,plus-end kinesin complex,1,3,0.34306
GO:0008537,proteasome activator complex,1,3,0.34306
GO:0008540,"proteasome regulatory particle, base subcomplex",1,3,0.34306
GO:0016533,protein kinase 5 complex,1,3,0.34306
GO:0020003,symbiont-containing vacuole,1,3,0.34306
GO:0020016,ciliary pocket,1,3,0.34306
GO:0020018,ciliary pocket membrane,1,3,0.34306
GO:0030891,VCB complex,1,3,0.34306
GO:0031302,intrinsic component of endosome membrane,1,3,0.34306
GO:0031391,Elg1 RFC-like complex,1,3,0.34306
GO:0031510,SUMO activating enzyme complex,1,3,0.34306
GO:0031905,early endosome lumen,1,3,0.34306
GO:0032299,ribonuclease H2 complex,1,3,0.34306
GO:0032444,activin responsive factor complex,1,3,0.34306
GO:0033186,CAF-1 complex,1,3,0.34306
GO:0034673,inhibin-betaglycan-ActRII complex,1,3,0.34306
GO:0034678,integrin alpha8-beta1 complex,1,3,0.34306
GO:0042025,host cell nucleus,1,3,0.34306
GO:0042585,germinal vesicle,1,3,0.34306
GO:0043260,laminin-11 complex,1,3,0.34306
GO:0044094,host cell nuclear part,1,3,0.34306
GO:0044307,dendritic branch,1,3,0.34306
GO:0044326,dendritic spine neck,1,3,0.34306
GO:0048179,activin receptor complex,1,3,0.34306
GO:0070032,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex,1,3,0.34306
GO:0070369,beta-catenin-TCF7L2 complex,1,3,0.34306
GO:0070545,PeBoW complex,1,3,0.34306
GO:0070939,Dsl1/NZR complex,1,3,0.34306
GO:0071001,U4/U6 snRNP,1,3,0.34306
GO:0090443,FAR/SIN/STRIPAK complex,1,3,0.34306
GO:0097025,MPP7-DLG1-LIN7 complex,1,3,0.34306
GO:0097124,cyclin A2-CDK2 complex,1,3,0.34306
GO:0097169,AIM2 inflammasome complex,1,3,0.34306
GO:0097180,serine protease inhibitor complex,1,3,0.34306
GO:0097442,CA3 pyramidal cell dendrite,1,3,0.34306
GO:0097454,Schwann cell microvillus,1,3,0.34306
GO:0097457,hippocampal mossy fiber,1,3,0.34306
GO:0098559,cytoplasmic side of early endosome membrane,1,3,0.34306
GO:0098592,cytoplasmic side of apical plasma membrane,1,3,0.34306
GO:0098647,collagen beaded filament,1,3,0.34306
GO:0099053,activating signal cointegrator 1 complex,1,3,0.34306
GO:0099073,mitochondrion-derived vesicle,1,3,0.34306
GO:1903143,adrenomedullin receptor complex,1,3,0.34306
GO:1990425,ryanodine receptor complex,1,3,0.34306
GO:0016323,basolateral plasma membrane,28,197,0.34629
GO:0031092,platelet alpha granule membrane,3,16,0.34926
GO:0035098,ESC/E(Z) complex,3,16,0.34926
GO:0030863,cortical cytoskeleton,12,80,0.35083
GO:0016592,mediator complex,4,23,0.35374
GO:0022624,proteasome accessory complex,4,23,0.35374
GO:0044322,endoplasmic reticulum quality control compartment,4,23,0.35374
GO:0005774,vacuolar membrane,51,369,0.3549
GO:0005903,brush border,14,95,0.35785
GO:0043005,neuron projection,142,1056,0.36692
GO:0015030,Cajal body,8,52,0.36828
GO:0005814,centriole,17,118,0.37215
GO:0070603,SWI/SNF superfamily-type complex,10,67,0.37776
GO:0043202,lysosomal lumen,13,89,0.37845
GO:0016442,RISC complex,2,10,0.383
GO:0016461,unconventional myosin complex,2,10,0.383
GO:0019774,"proteasome core complex, beta-subunit complex",2,10,0.383
GO:0031080,nuclear pore outer ring,2,10,0.383
GO:0034098,VCP-NPL4-UFD1 AAA ATPase complex,2,10,0.383
GO:0035253,ciliary rootlet,2,10,0.383
GO:0036513,Derlin-1 retrotranslocation complex,2,10,0.383
GO:0036452,ESCRT complex,4,24,0.38514
GO:0000930,gamma-tubulin complex,3,17,0.38698
GO:0005697,telomerase holoenzyme complex,3,17,0.38698
GO:0005868,cytoplasmic dynein complex,3,17,0.38698
GO:0071682,endocytic vesicle lumen,3,17,0.38698
GO:0099092,"postsynaptic density, intracellular component",3,17,0.38698
GO:0030120,vesicle coat,7,46,0.39535
GO:0005802,trans-Golgi network,26,187,0.39871
GO:0005881,cytoplasmic microtubule,9,61,0.40291
GO:0001669,acrosomal vesicle,14,98,0.40387
GO:1902562,H4 histone acetyltransferase complex,5,32,0.4089
GO:0035577,azurophil granule membrane,8,54,0.41009
GO:0044463,cell projection part,168,1263,0.41217
GO:0120038,plasma membrane bounded cell projection part,168,1263,0.41217
GO:0035770,ribonucleoprotein granule,25,181,0.41546
GO:0044297,cell body,68,506,0.421
GO:0000242,pericentriolar material,3,18,0.42414
GO:0036379,myofilament,3,18,0.42414
GO:0043601,nuclear replisome,3,18,0.42414
GO:0044232,organelle membrane contact site,3,18,0.42414
GO:0098644,complex of collagen trimers,3,18,0.42414
GO:0036126,sperm flagellum,11,77,0.4251
GO:0043235,receptor complex,38,280,0.42726
GO:0000120,RNA polymerase I transcription factor complex,1,4,0.42893
GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain",1,4,0.42893
GO:0000835,ER ubiquitin ligase complex,1,4,0.42893
GO:0001674,female germ cell nucleus,1,4,0.42893
GO:0002079,inner acrosomal membrane,1,4,0.42893
GO:0005958,DNA-dependent protein kinase-DNA ligase 4 complex,1,4,0.42893
GO:0005968,Rab-protein geranylgeranyltransferase complex,1,4,0.42893
GO:0010009,cytoplasmic side of endosome membrane,1,4,0.42893
GO:0030905,"retromer, tubulation complex",1,4,0.42893
GO:0030906,"retromer, cargo-selective complex",1,4,0.42893
GO:0031429,box H/ACA snoRNP complex,1,4,0.42893
GO:0033503,HULC complex,1,4,0.42893
GO:0035061,interchromatin granule,1,4,0.42893
GO:0035985,senescence-associated heterochromatin focus,1,4,0.42893
GO:0042567,insulin-like growth factor ternary complex,1,4,0.42893
GO:0043219,lateral loop,1,4,0.42893
GO:0044302,dentate gyrus mossy fiber,1,4,0.42893
GO:0044393,microspike,1,4,0.42893
GO:0071664,catenin-TCF7L2 complex,1,4,0.42893
GO:0072487,MSL complex,1,4,0.42893
GO:0090498,extrinsic component of Golgi membrane,1,4,0.42893
GO:0090571,RNA polymerase II transcription repressor complex,1,4,0.42893
GO:0097255,R2TP complex,1,4,0.42893
GO:0097487,"multivesicular body, internal vesicle",1,4,0.42893
GO:1903440,amylin receptor complex,1,4,0.42893
GO:1990578,perinuclear endoplasmic reticulum membrane,1,4,0.42893
GO:0043025,neuronal cell body,59,439,0.42908
GO:0016328,lateral plasma membrane,8,55,0.43099
GO:0005583,fibrillar collagen trimer,2,11,0.43144
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,2,11,0.43144
GO:0005890,sodium:potassium-exchanging ATPase complex,2,11,0.43144
GO:0005942,phosphatidylinositol 3-kinase complex,2,11,0.43144
GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,2,11,0.43144
GO:0017119,Golgi transport complex,2,11,0.43144
GO:0030008,TRAPP complex,2,11,0.43144
GO:0030127,COPII vesicle coat,2,11,0.43144
GO:0030130,clathrin coat of trans-Golgi network vesicle,2,11,0.43144
GO:0033270,paranode region of axon,2,11,0.43144
GO:0043083,synaptic cleft,2,11,0.43144
GO:0098643,banded collagen fibril,2,11,0.43144
GO:1990023,mitotic spindle midzone,2,11,0.43144
GO:1990907,beta-catenin-TCF complex,2,11,0.43144
GO:0032838,plasma membrane bounded cell projection cytoplasm,24,175,0.43294
GO:0005775,vacuolar lumen,22,160,0.43359
GO:1990904,ribonucleoprotein complex,90,675,0.43506
GO:0017053,transcriptional repressor complex,11,78,0.44267
GO:0030140,trans-Golgi network transport vesicle,4,26,0.44717
GO:0090568,nuclear transcriptional repressor complex,4,26,0.44717
GO:1902555,endoribonuclease complex,4,26,0.44717
GO:1905348,endonuclease complex,4,26,0.44717
GO:0005721,pericentric heterochromatin,3,19,0.46049
GO:0031941,filamentous actin,3,19,0.46049
GO:0035327,transcriptionally active chromatin,3,19,0.46049
GO:0043073,germ cell nucleus,3,19,0.46049
GO:0061695,"transferase complex, transferring phosphorus-containing groups",24,178,0.46798
GO:0016580,Sin3 complex,2,12,0.47776
GO:0030126,COPI vesicle coat,2,12,0.47776
GO:0030914,STAGA complex,2,12,0.47776
GO:0032009,early phagosome,2,12,0.47776
GO:0033643,host cell part,2,12,0.47776
GO:0042405,nuclear inclusion body,2,12,0.47776
GO:0042575,DNA polymerase complex,2,12,0.47776
GO:0044233,Mitochondria-associated ER Membrane,2,12,0.47776
GO:0070822,Sin3-type complex,2,12,0.47776
GO:1990909,Wnt signalosome,2,12,0.47776
GO:1902554,serine/threonine protein kinase complex,9,65,0.48092
GO:0043198,dendritic shaft,5,35,0.48948
GO:0098533,ATPase dependent transmembrane transport complex,3,20,0.49581
GO:0000125,PCAF complex,1,5,0.50357
GO:0000974,Prp19 complex,1,5,0.50357
GO:0001534,radial spoke,1,5,0.50357
GO:0005587,collagen type IV trimer,1,5,0.50357
GO:0005827,polar microtubule,1,5,0.50357
GO:0008622,epsilon DNA polymerase complex,1,5,0.50357
GO:0030121,AP-1 adaptor complex,1,5,0.50357
GO:0030991,intraciliary transport particle A,1,5,0.50357
GO:0031428,box C/D snoRNP complex,1,5,0.50357
GO:0031465,Cul4B-RING E3 ubiquitin ligase complex,1,5,0.50357
GO:0033647,host intracellular organelle,1,5,0.50357
GO:0033648,host intracellular membrane-bounded organelle,1,5,0.50357
GO:0035032,"phosphatidylinositol 3-kinase complex, class III",1,5,0.50357
GO:0035686,sperm fibrous sheath,1,5,0.50357
GO:0046696,lipopolysaccharide receptor complex,1,5,0.50357
GO:0065010,extracellular membrane-bounded organelle,1,5,0.50357
GO:0071547,piP-body,1,5,0.50357
GO:0072588,box H/ACA RNP complex,1,5,0.50357
GO:0097165,nuclear stress granule,1,5,0.50357
GO:0097179,protease inhibitor complex,1,5,0.50357
GO:0097208,alveolar lamellar body,1,5,0.50357
GO:0097422,tubular endosome,1,5,0.50357
GO:0097524,sperm plasma membrane,1,5,0.50357
GO:0097651,"phosphatidylinositol 3-kinase complex, class I",1,5,0.50357
GO:0098574,cytoplasmic side of lysosomal membrane,1,5,0.50357
GO:0099025,anchored component of postsynaptic membrane,1,5,0.50357
GO:1903439,calcitonin family receptor complex,1,5,0.50357
GO:1904090,peptidase inhibitor complex,1,5,0.50357
GO:1990393,3M complex,1,5,0.50357
GO:0005884,actin filament,10,74,0.50643
GO:0005795,Golgi stack,16,120,0.50644
GO:0009925,basal plasma membrane,4,28,0.50708
GO:0097729,9+2 motile cilium,11,82,0.51212
GO:0005767,secondary lysosome,2,13,0.5217
GO:0005849,mRNA cleavage factor complex,2,13,0.5217
GO:0012510,trans-Golgi network transport vesicle membrane,2,13,0.5217
GO:0016282,eukaryotic 43S preinitiation complex,2,13,0.5217
GO:0033290,eukaryotic 48S preinitiation complex,2,13,0.5217
GO:0071944,cell periphery,582,4460,0.52687
GO:0008021,synaptic vesicle,20,153,0.53588
GO:0045178,basal part of cell,6,45,0.54531
GO:0045334,clathrin-coated endocytic vesicle,7,53,0.54927
GO:0035580,specific granule lumen,8,61,0.55292
GO:0031968,organelle outer membrane,24,186,0.55989
GO:0031227,intrinsic component of endoplasmic reticulum membrane,16,124,0.56221
GO:0030125,clathrin vesicle coat,3,22,0.5627
GO:0030867,rough endoplasmic reticulum membrane,3,22,0.5627
GO:0031528,microvillus membrane,3,22,0.5627
GO:0032982,myosin filament,3,22,0.5627
GO:0042629,mast cell granule,3,22,0.5627
GO:0000159,protein phosphatase type 2A complex,2,14,0.56307
GO:0016581,NuRD complex,2,14,0.56307
GO:0042588,zymogen granule,2,14,0.56307
GO:0043186,P granule,2,14,0.56307
GO:0045495,pole plasm,2,14,0.56307
GO:0060293,germ plasm,2,14,0.56307
GO:0070993,translation preinitiation complex,2,14,0.56307
GO:0090545,CHD-type complex,2,14,0.56307
GO:0099059,integral component of presynaptic active zone membrane,2,14,0.56307
GO:0000791,euchromatin,4,30,0.5639
GO:0008305,integrin complex,4,30,0.5639
GO:0071007,U2-type catalytic step 2 spliceosome,4,30,0.5639
GO:0000127,transcription factor TFIIIC complex,1,6,0.56847
GO:0000177,cytoplasmic exosome (RNase complex),1,6,0.56847
GO:0001940,male pronucleus,1,6,0.56847
GO:0002199,zona pellucida receptor complex,1,6,0.56847
GO:0005750,mitochondrial respiratory chain complex III,1,6,0.56847
GO:0005785,signal recognition particle receptor complex,1,6,0.56847
GO:0016589,NURF complex,1,6,0.56847
GO:0030430,host cell cytoplasm,1,6,0.56847
GO:0031088,platelet dense granule membrane,1,6,0.56847
GO:0031265,CD95 death-inducing signaling complex,1,6,0.56847
GO:0033655,host cell cytoplasm part,1,6,0.56847
GO:0035749,myelin sheath adaxonal region,1,6,0.56847
GO:0038037,G protein-coupled receptor dimeric complex,1,6,0.56847
GO:0044300,cerebellar mossy fiber,1,6,0.56847
GO:0045275,respiratory chain complex III,1,6,0.56847
GO:0061673,mitotic spindle astral microtubule,1,6,0.56847
GO:0070937,CRD-mediated mRNA stability complex,1,6,0.56847
GO:0071458,integral component of cytoplasmic side of endoplasmic reticulum membrane,1,6,0.56847
GO:0072669,tRNA-splicing ligase complex,1,6,0.56847
GO:0097427,microtubule bundle,1,6,0.56847
GO:0097550,transcriptional preinitiation complex,1,6,0.56847
GO:0098642,network-forming collagen trimer,1,6,0.56847
GO:0098645,collagen network,1,6,0.56847
GO:0098892,extrinsic component of postsynaptic specialization membrane,1,6,0.56847
GO:0098985,"asymmetric, glutamatergic, excitatory synapse",1,6,0.56847
GO:0098992,neuronal dense core vesicle,1,6,0.56847
GO:0032592,integral component of mitochondrial membrane,8,62,0.57224
GO:0055037,recycling endosome,20,156,0.57283
GO:0005741,mitochondrial outer membrane,21,164,0.57526
GO:0030426,growth cone,21,164,0.57526
GO:0031248,protein acetyltransferase complex,10,78,0.57669
GO:1902493,acetyltransferase complex,10,78,0.57669
GO:0034708,methyltransferase complex,11,86,0.57887
GO:0044456,synapse part,108,838,0.57952
GO:0019867,outer membrane,24,188,0.58213
GO:0030018,Z disc,13,102,0.58314
GO:0031967,organelle envelope,136,1055,0.58488
GO:0031975,envelope,136,1055,0.58488
GO:0030176,integral component of endoplasmic reticulum membrane,15,118,0.58724
GO:0099061,integral component of postsynaptic density membrane,6,47,0.58974
GO:0005801,cis-Golgi network,5,39,0.58981
GO:0016235,aggresome,5,39,0.58981
GO:0030286,dynein complex,5,39,0.58981
GO:0098797,plasma membrane protein complex,55,430,0.59079
GO:0031672,A band,4,31,0.59092
GO:0098573,intrinsic component of mitochondrial membrane,8,63,0.59117
GO:0071013,catalytic step 2 spliceosome,10,79,0.59357
GO:0048787,presynaptic active zone membrane,3,23,0.59404
GO:0001673,male germ cell nucleus,2,15,0.6018
GO:0005662,DNA replication factor A complex,2,15,0.6018
GO:0005858,axonemal dynein complex,2,15,0.6018
GO:0031045,dense core granule,2,15,0.6018
GO:0032039,integrator complex,2,15,0.6018
GO:0005770,late endosome,29,229,0.60239
GO:0044452,nucleolar part,18,143,0.60559
GO:0031090,organelle membrane,340,2632,0.60933
GO:0016459,myosin complex,8,64,0.60968
GO:0030427,site of polarized growth,21,167,0.61018
GO:0005886,plasma membrane,567,4377,0.61318
GO:0031674,I band,14,112,0.61339
GO:0005640,nuclear outer membrane,3,24,0.62388
GO:0000138,Golgi trans cisterna,1,7,0.62488
GO:0000931,gamma-tubulin large complex,1,7,0.62488
GO:0005579,membrane attack complex,1,7,0.62488
GO:0005677,chromatin silencing complex,1,7,0.62488
GO:0005683,U7 snRNP,1,7,0.62488
GO:0005915,zonula adherens,1,7,0.62488
GO:0008274,gamma-tubulin ring complex,1,7,0.62488
GO:0030061,mitochondrial crista,1,7,0.62488
GO:0030915,Smc5-Smc6 complex,1,7,0.62488
GO:0031235,intrinsic component of the cytoplasmic side of the plasma membrane,1,7,0.62488
GO:0033180,"proton-transporting V-type ATPase, V1 domain",1,7,0.62488
GO:0042587,glycogen granule,1,7,0.62488
GO:0071546,pi-body,1,7,0.62488
GO:0072357,PTW/PP1 phosphatase complex,1,7,0.62488
GO:0097512,cardiac myofibril,1,7,0.62488
GO:0098651,basement membrane collagen trimer,1,7,0.62488
GO:0106068,SUMO ligase complex,1,7,0.62488
GO:0120115,Lsm2-8 complex,1,7,0.62488
GO:0098636,protein complex involved in cell adhesion,4,33,0.64187
GO:0005776,autophagosome,10,82,0.64223
GO:0099146,intrinsic component of postsynaptic density membrane,6,50,0.65185
GO:0030057,desmosome,3,25,0.65218
GO:0046540,U4/U6 x U5 tri-snRNP complex,3,25,0.65218
GO:0070461,SAGA-type complex,3,25,0.65218
GO:0097526,spliceosomal tri-snRNP complex,3,25,0.65218
GO:0098862,cluster of actin-based cell projections,17,139,0.65355
GO:0030117,membrane coat,10,83,0.65772
GO:0048475,coated membrane,10,83,0.65772
GO:0001650,fibrillar center,15,124,0.6662
GO:0031143,pseudopodium,2,17,0.67133
GO:0090723,growth cone part,2,17,0.67133
GO:0097228,sperm principal piece,2,17,0.67133
GO:0099524,postsynaptic cytosol,2,17,0.67133
GO:0001518,voltage-gated sodium channel complex,1,8,0.67392
GO:0005687,U4 snRNP,1,8,0.67392
GO:0005797,Golgi medial cisterna,1,8,0.67392
GO:0005952,cAMP-dependent protein kinase complex,1,8,0.67392
GO:0016342,catenin complex,1,8,0.67392
GO:0016593,Cdc73/Paf1 complex,1,8,0.67392
GO:0016600,flotillin complex,1,8,0.67392
GO:0030686,90S preribosome,1,8,0.67392
GO:0031232,extrinsic component of external side of plasma membrane,1,8,0.67392
GO:0031588,nucleotide-activated protein kinase complex,1,8,0.67392
GO:0033010,paranodal junction,1,8,0.67392
GO:0034366,spherical high-density lipoprotein particle,1,8,0.67392
GO:0042583,chromaffin granule,1,8,0.67392
GO:0042612,MHC class I protein complex,1,8,0.67392
GO:0090576,RNA polymerase III transcription factor complex,1,8,0.67392
GO:0097413,Lewy body,1,8,0.67392
GO:0097539,ciliary transition fiber,1,8,0.67392
GO:0097648,G protein-coupled receptor complex,1,8,0.67392
GO:0098890,extrinsic component of postsynaptic membrane,1,8,0.67392
GO:0031514,motile cilium,18,149,0.67659
GO:0000314,organellar small ribosomal subunit,3,26,0.67893
GO:0005763,mitochondrial small ribosomal subunit,3,26,0.67893
GO:0000932,P-body,7,60,0.68372
GO:0099060,integral component of postsynaptic specialization membrane,8,69,0.6952
GO:0035869,ciliary transition zone,7,61,0.70068
GO:0044798,nuclear transcription factor complex,16,135,0.7009
GO:0005839,proteasome core complex,2,18,0.70223
GO:0036019,endolysosome,2,18,0.70223
GO:0098945,intrinsic component of presynaptic active zone membrane,2,18,0.70223
GO:0044665,MLL1/2 complex,3,27,0.70411
GO:0071339,MLL1 complex,3,27,0.70411
GO:0031228,intrinsic component of Golgi membrane,4,36,0.71008
GO:0031304,intrinsic component of mitochondrial inner membrane,4,36,0.71008
GO:0031305,integral component of mitochondrial inner membrane,4,36,0.71008
GO:0033017,sarcoplasmic reticulum membrane,4,36,0.71008
GO:0005766,primary lysosome,17,144,0.7106
GO:0042582,azurophil granule,17,144,0.7106
GO:0000123,histone acetyltransferase complex,8,70,0.71078
GO:0032580,Golgi cisterna membrane,8,70,0.71078
GO:0000813,ESCRT I complex,1,9,0.71656
GO:0005751,mitochondrial respiratory chain complex IV,1,9,0.71656
GO:0030681,multimeric ribonuclease P complex,1,9,0.71656
GO:0032591,dendritic spine membrane,1,9,0.71656
GO:0044666,MLL3/4 complex,1,9,0.71656
GO:0061617,MICOS complex,1,9,0.71656
GO:0097197,tetraspanin-enriched microdomain,1,9,0.71656
GO:0099026,anchored component of presynaptic membrane,1,9,0.71656
GO:0120103,centriolar subdistal appendage,1,9,0.71656
GO:0000315,organellar large ribosomal subunit,6,54,0.72505
GO:0005762,mitochondrial large ribosomal subunit,6,54,0.72505
GO:0043204,perikaryon,14,121,0.72759
GO:0043195,terminal bouton,4,37,0.73058
GO:0035097,histone methyltransferase complex,7,63,0.73276
GO:0098948,intrinsic component of postsynaptic specialization membrane,8,72,0.74033
GO:0031985,Golgi cisterna,10,89,0.7422
GO:0097546,ciliary base,3,29,0.74989
GO:0000346,transcription export complex,1,10,0.75362
GO:0031010,ISWI-type complex,1,10,0.75362
GO:0033179,"proton-transporting V-type ATPase, V0 domain",1,10,0.75362
GO:0044224,juxtaparanode region of axon,1,10,0.75362
GO:0045239,tricarboxylic acid cycle enzyme complex,1,10,0.75362
GO:0045277,respiratory chain complex IV,1,10,0.75362
GO:0048500,signal recognition particle,1,10,0.75362
GO:0061700,GATOR2 complex,1,10,0.75362
GO:0072546,ER membrane protein complex,1,10,0.75362
GO:0097470,ribbon synapse,1,10,0.75362
GO:0097504,Gemini of coiled bodies,1,10,0.75362
GO:0000792,heterochromatin,8,73,0.7543
GO:0099056,integral component of presynaptic membrane,8,73,0.7543
GO:0098796,membrane protein complex,111,898,0.75585
GO:0033176,proton-transporting V-type ATPase complex,2,20,0.75677
GO:0097225,sperm midpiece,2,20,0.75677
GO:0098889,intrinsic component of presynaptic membrane,9,82,0.76069
GO:0098936,intrinsic component of postsynaptic membrane,13,116,0.76408
GO:0045211,postsynaptic membrane,34,288,0.76424
GO:0005667,transcription factor complex,30,256,0.76705
GO:0000421,autophagosome membrane,3,30,0.77055
GO:0044447,axoneme part,3,30,0.77055
GO:0099634,postsynaptic specialization membrane,9,83,0.77321
GO:0031258,lamellipodium membrane,2,21,0.78065
GO:0005782,peroxisomal matrix,5,49,0.78511
GO:0030532,small nuclear ribonucleoprotein complex,5,49,0.78511
GO:0031907,microbody lumen,5,49,0.78511
GO:0035578,azurophil granule lumen,9,84,0.78526
GO:0016469,proton-transporting two-sector ATPase complex,4,40,0.78552
GO:0030118,clathrin coat,4,40,0.78552
GO:0005685,U1 snRNP,1,11,0.78584
GO:0017146,NMDA selective glutamate receptor complex,1,11,0.78584
GO:0030122,AP-2 adaptor complex,1,11,0.78584
GO:0030128,clathrin coat of endocytic vesicle,1,11,0.78584
GO:0030877,beta-catenin destruction complex,1,11,0.78584
GO:0031314,extrinsic component of mitochondrial inner membrane,1,11,0.78584
GO:0032280,symmetric synapse,1,11,0.78584
GO:0042589,zymogen granule membrane,1,11,0.78584
GO:0042622,photoreceptor outer segment membrane,1,11,0.78584
GO:0043240,Fanconi anaemia nuclear complex,1,11,0.78584
GO:0048188,Set1C/COMPASS complex,1,11,0.78584
GO:0061827,sperm head,1,11,0.78584
GO:0098993,anchored component of synaptic vesicle membrane,1,11,0.78584
GO:0098839,postsynaptic density membrane,6,58,0.78675
GO:0090575,RNA polymerase II transcription factor complex,13,119,0.79477
GO:0005681,spliceosomal complex,17,153,0.79787
